79,Passimian,['Fighting'],Rare
80,Marshadow-GX,['Fighting'],Rare Holo GX
81,Alolan Rattata,['Darkness'],Common
82,Alolan Raticate,['Darkness'],Rare
83,Alolan Grimer,['Darkness'],Common
84,Alolan Muk-GX,['Darkness'],Rare Holo GX
85,Sneasel,['Darkness'],Common
86,Weavile,['Darkness'],Rare
87,Darkrai,['Darkness'],Rare Holo
88,Darkrai-GX,['Darkness'],Rare Holo GX
88,Darkrai-GX,['Darkness'],Rare Holo GX
89,Inkay,['Darkness'],Common
90,Malamar,['Darkness'],Rare
91,Ralts,['Fairy'],Common
92,Kirlia,['Fairy'],Uncommon
92,Kirlia,['Fairy'],Uncommon
93,Gardevoir-GX,['Fairy'],Rare Holo GX
94,Diancie,['Fairy'],Rare Holo
95,Cutiefly,['Fairy'],Common
96,Ribombee,['Fairy'],Uncommon
97,Morelull,['Fairy'],Common
98,Shiinotic,['Fairy'],Rare
99,Noivern-GX,['Dragon'],Rare Holo GX
100,Zygarde,['Dragon'],Rare Holo
101,Meowth,['Colorless'],Common
102,Persian,['Colorless'],Rare
103,Porygon,['Colorless'],Common
104,Porygon2,['Colorless'],Uncommon
105,Porygon-Z,['Colorless'],Rare Holo
105,Porygon-Z,['Colorless'],Rare Holo
106,Hoothoot,['Colorless'],Common
107,Noctowl,['Colorless'],Uncommon
108,Bouffalant,['Colorless'],Uncommon
109,Noibat,['Colorless'],Common
110,Stufful,['Colorless'],Common
111,Bewear,['Colorless'],Rare
112,Acerola,None,Uncommon
112,Acerola,None,Uncommon
113,Bodybuilding Dumbbells,None,Uncommon
114,Escape Rope,None,Uncommon
115,Guzma,None,Uncommon
115,Guzma,None,Uncommon
116,Kiawe,None,Uncommon
116,Kiawe,None,Uncommon
117,Lana,None,Uncommon
118,Mount Lanakila,None,Uncommon
119,Olivia,None,Uncommon
120,Plumeria,None,Uncommon
121,Po Town,None,Uncommon
122,Rotom Dex—Poké Finder Mode,None,Uncommon
123,Sophocles,None,Uncommon
124,Super Scoop Up,None,Uncommon
125,Tormenting Spray,None,Uncommon
126,Weakness Policy,None,Uncommon
127,Wicke,None,Uncommon
128,Wishful Baton,None,Uncommon
129,Golisopod-GX,['Grass'],Rare Ultra
130,Tapu Bulu-GX,['Grass'],Rare Ultra
131,Ho-Oh-GX,['Fire'],Rare Ultra
132,Salazzle-GX,['Fire'],Rare Ultra
133,Tapu Fini-GX,['Water'],Rare Ultra
134,Necrozma-GX,['Psychic'],Rare Ultra
135,Machamp-GX,['Fighting'],Rare Ultra
136,Lycanroc-GX,['Fighting'],Rare Ultra
137,Marshadow-GX,['Fighting'],Rare Ultra
138,Alolan Muk-GX,['Darkness'],Rare Ultra
139,Darkrai-GX,['Darkness'],Rare Ultra
140,Gardevoir-GX,['Fairy'],Rare Ultra
141,Noivern-GX,['Dragon'],Rare Ultra
142,Acerola,None,Rare Ultra
143,Guzma,None,Rare Ultra
144,Kiawe,None,Rare Ultra
145,Plumeria,None,Rare Ultra
146,Sophocles,None,Rare Ultra
147,Wicke,None,Rare Ultra
148,Golisopod-GX,['Grass'],Rare Secret
149,Tapu Bulu-GX,['Grass'],Rare Secret
150,Charizard GX,['Fire'],Rare Secret
151,Salazzle-GX,['Fire'],Rare Secret
152,Tapu Fini-GX,['Water'],Rare Secret
153,Necrozma-GX,['Psychic'],Rare Secret
154,Machamp-GX,['Fighting'],Rare Secret
155,Lycanroc-GX,['Fighting'],Rare Secret
156,Marshadow-GX,['Fighting'],Rare Secret
157,Alolan Muk-GX,['Darkness'],Rare Secret
158,Darkrai-GX,['Darkness'],Rare Secret
159,Gardevoir-GX,['Fairy'],Rare Secret
160,Noivern-GX,['Dragon'],Rare Secret
161,Bodybuilding Dumbbells,None,Rare Secret
162,Choice Band,None,Rare Secret
163,Escape Rope,None,Rare Secret
164,Multi Switch,None,Rare Secret
165,Rescue Stretcher,None,Rare Secret
166,Super Scoop Up,None,Rare Secret
167,Fire Energy,None,Rare Secret
168,Darkness Energy,None,Rare Secret
169,Fairy Energy,None,Rare Secret
