SWSH3-170,Spikemuth,None,Uncommon
SWSH3-171,Struggle Gloves,None,Uncommon
SWSH3-172,Turbo Patch,None,Uncommon
SWSH3-173,Yell Horn,None,Uncommon
SWSH3-174,Heat Fire Energy,None,Uncommon
SWSH3-175,Hiding Darkness Energy,None,Uncommon
SWSH3-176,Powerful Colorless Energy,None,Uncommon
SWSH3-177,Butterfree V,['Grass'],Rare Holo
SWSH3-178,Houndoom V,['Fire'],Rare Holo
SWSH3-179,Centiskorch V,['Fire'],Rare Holo
SWSH3-180,Vikavolt V,['Lightning'],Rare Holo
SWSH3-181,Rhyperior V,['Fighting'],Rare Holo
SWSH3-182,Crobat V,['Darkness'],Rare Holo
SWSH3-183,Scizor V,['Metal'],Rare Holo
SWSH3-184,Galarian Stunfisk V,['Metal'],Rare Holo
SWSH3-185,Salamence V,['Colorless'],Rare Holo
SWSH3-186,Kabu,None,Rare Ultra
SWSH3-187,Piers,None,Rare Ultra
SWSH3-188,Pokémon Breeder's Nurturing,None,Rare Ultra
SWSH3-189,Rose,None,Rare Ultra
SWSH3-189,Rose,None,Rare Secret
SWSH3-190,Butterfree VMAX,['Grass'],Rare Secret
SWSH3-191,Centiskorch VMAX,['Fire'],Rare Secret
SWSH3-192,Eternatus VMAX,['Darkness'],Rare Secret
SWSH3-193,Scizor VMAX,['Metal'],Rare Secret
SWSH3-194,Salamence VMAX,['Colorless'],Rare Secret
SWSH3-195,Pokémon Breeder's Nurturing,None,Rare Secret
SWSH3-197,Rillaboom,['Grass'],Rare Secret
SWSH3-198,Coalossal,['Fighting'],Rare Secret
SWSH3-199,Big Parasol,None,Rare Secret
SWSH3-200,Turbo Patch,None,Rare Secret
SWSH3-201,Capture Energy,None,Rare Secret
